# Analysing data contained in file(s) ['/home/roy/software/deve/a3fe/runtest/t4l/bound/restrain/output/lambda_0.000/run_05/simfile_truncated_100_end_0_start.dat', '/home/roy/software/deve/a3fe/runtest/t4l/bound/restrain/output/lambda_0.125/run_05/simfile_truncated_100_end_0_start.dat', '/home/roy/software/deve/a3fe/runtest/t4l/bound/restrain/output/lambda_0.250/run_05/simfile_truncated_100_end_0_start.dat', '/home/roy/software/deve/a3fe/runtest/t4l/bound/restrain/output/lambda_0.375/run_05/simfile_truncated_100_end_0_start.dat', '/home/roy/software/deve/a3fe/runtest/t4l/bound/restrain/output/lambda_0.500/run_05/simfile_truncated_100_end_0_start.dat', '/home/roy/software/deve/a3fe/runtest/t4l/bound/restrain/output/lambda_1.000/run_05/simfile_truncated_100_end_0_start.dat']
#Overlap matrix
0.2466 0.2014 0.1701 0.1484 0.1329 0.1006
0.2014 0.1855 0.1719 0.1607 0.1516 0.1289
0.1701 0.1719 0.1707 0.1681 0.1651 0.1541
0.1484 0.1607 0.1681 0.1724 0.1747 0.1757
0.1329 0.1516 0.1651 0.1747 0.1815 0.1943
0.1006 0.1289 0.1541 0.1757 0.1943 0.2464
#DG from neighbouring lambda in kcal/mol
0.0000 0.1250 0.2788 0.0069
0.1250 0.2500 0.2277 0.0046
0.2500 0.3750 0.1918 0.0034
0.3750 0.5000 0.1663 0.0027
0.5000 1.0000 0.5151 0.0079
#PMF from MBAR in kcal/mol
0.0000 0.0000 0.0000
0.1250 0.2788 0.0069
0.2500 0.5065 0.0113
0.3750 0.6983 0.0143
0.5000 0.8646 0.0166
1.0000 1.3797 0.0223
#TI average gradients and standard deviation in kcal/mol
0.0000 3.4323 1.6337
0.1250 2.0349 1.0958
0.2500 2.2362 1.2671
0.3750 1.2511 0.9136
0.5000 1.4547 0.8488
1.0000 0.7639 0.5096
#PMF from TI in kcal/mol
0.0000 0.0000
0.1250 0.3417
0.2500 0.6086
0.3750 0.8266
0.5000 0.9957
1.0000 1.5504
#MBAR free energy difference in kcal/mol: 
1.379675, 0.022349  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION
#TI free energy difference in kcal/mol: 
1.550368  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION 
